1.1.a.1: Survey Date,Region P-CODE,Zone P-CODE,Woreda P-CODE,1.4.a.1: Site Open Date,1.5.e.1: Displacement Reason,1.5.b.1: Region (Largest IDP group) ,1.5.b.2: Zone (Largest IDP group),1.5.b.3: Woreda (Largest IDP group),1.5.c.1: Region (2nd largest IDP group),1.5.c.2: Zone (2nd largest IDP group),1.5.c.3: Woreda (2nd largest IDP group),2.1.a.1: Total HHs,2.1.b.1: Total Individuals,2.3.c.1: Date of arrival of first IDP group,2.3.c.2: Is date known for arrival of last IDP group,2.3.c.2: Date of arrival of last IDP group,2.3.b.4: Have IDPs been displaced previously?,2.3.j.1: IDPs leaving place of displacement?,2.3.e.7: Are there factors which are preventing the largest IDP group from returning?,2.3.e.7: Accessibility,2.3.e.7: Lack of food,2.3.e.7: House damaged/destroyed,2.3.e.7: Lack of safety/security,2.3.e.7: No livelihood,2.3.e.7: Basic infrastructures damaged/flooded,2.3.l.1: What durable solution do majority of IDPs perfer at the site?,2.3.l.2: What support do majority of the IDPs need to return or locally reintegrate?,2.3.l.2: Livelihood,2.3.l.2: Land/Resources,2.3.l.2: ID/Documentation,2.3.l.2: Access to services,2.3.l.2: Safety & Security,2.3.l.2: Livestock/Restocking
24 November 2017,ET05,ET0502,ET050201,01-03-2014,Conflict,ET04,ET0410,ET041005,Oromia,East Harerge,Babile,295,2153,01-03-2014,Yes,30-09-2017,No,No,accessibility lack of food house damaged destroyed no livelihood basic infrastructures damage,Yes,Yes,Yes,No,Yes,Yes,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
19 November 2017,ET05,ET0511,ET051105,01-10-2016,Conflict,ET04,ET0410,ET041098,Oromia,East Harerge,Kumbi,312,1997,01-10-2016,Yes,18-07-2017,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
18 November 2017,ET05,ET0511,ET051105,01-10-2016,Conflict,ET04,ET0410,ET041098,,,,415,2948,01-10-2016,Yes,14-09-2017,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
18 November 2017,ET05,ET0511,ET051105,01-10-2016,Conflict,ET04,ET0410,ET041098,Oromia,East Harerge,Golo Oda,550,3907,01-10-2016,Yes,08-09-2017,Yes,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
11 November 2017,ET05,ET0511,ET051103,25-12-2014,Conflict,ET04,ET0411,ET042105,Oromia,Bale,Lege Hida,370,2483,25-12-2014,Yes,04-11-2017,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
12 November 2017,ET05,ET0511,ET051103,14-05-2014,Conflict,ET04,ET0411,ET042105,Oromia,Bale,Lege Hida,96,657,14-05-2014,Yes,10-11-2017,No,Yes,,,,,,,,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
16 November 2017,ET05,ET0511,ET051106,14-04-2014,Conflict,ET05,ET0508,ET050809,Somali,Afder,Raso,55,393,14-04-2014,Yes,11-07-2017,Yes,Yes,,,,,,,,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
13 November 2017,ET05,ET0511,ET051106,14-04-2014,Conflict,ET04,ET0411,ET042105,Oromia,Bale,Rayitu,393,2752,14-04-2014,Yes,25-10-2017,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
15 November 2017,ET05,ET0511,ET051106,25-12-2015,Conflict,ET04,ET0411,ET042105,Oromia,Bale,Gololcha Bale,307,1980,25-12-2015,Yes,27-09-2017,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
18 November 2017,ET05,ET0511,ET051105,20-07-2014,Conflict,ET04,ET0410,ET041098,Oromia,East Harerge,Golo Oda,225,1993,20-07-2014,Yes,15-11-2017,Yes,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
23 November 2017,ET05,ET0501,ET050104,05-03-2015,Drought,ET05,ET0501,ET0504,Somali,Siti,Erer,431,2801,05-03-2015,Yes,10-05-2016,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services safety and security livestock restocking,Yes,Yes,No,Yes,Yes,Yes
23 November 2017,ET05,ET0501,ET050104,01-04-2015,Drought,ET05,ET0501,ET0504,Somali,Siti,Erer,1605,10593,01-04-2015,Yes,09-06-2016,No,No,accessibility lack of food house damaged destroyed no livelihood,Yes,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services safety and security livestock restocking,Yes,Yes,No,Yes,Yes,Yes
19 November 2017,ET05,ET0501,ET050106,02-08-2015,Drought,ET05,ET0501,ET050105,Somali,Siti,Afdem,353,2664,02-08-2015,Yes,23-03-2016,No,No,accessibility lack of food house damaged destroyed,Yes,Yes,Yes,No,No,No,Reintegration,livelihood land resources access services safety and security livestock restocking,Yes,Yes,No,Yes,Yes,Yes
19 November 2017,ET05,ET0501,ET050106,08-02-2015,Drought,ET05,ET0501,ET050105,Somali,Siti,Afdem,322,2527,08-02-2015,Yes,27-03-2016,No,No,accessibility lack of food house damaged destroyed,Yes,Yes,Yes,No,No,No,Reintegration,livelihood land resources safety and security livestock restocking,Yes,Yes,No,No,Yes,Yes
07 November 2017,ET05,ET0501,ET050108,10-03-2015,Drought,ET05,ET0501,ET040216,Somali,Siti,Hadgalo,240,1512,10-03-2015,Yes,01-06-2016,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
24 November 2017,ET05,ET0501,ET050110,10-02-2015,Drought,ET05,ET0501,ET050199,Somali,Siti,Gablalu,230,1614,10-02-2015,Yes,20-12-2015,No,Yes,,,,,,,,Reintegration,livelihood land resources access services safety and security livestock restocking,Yes,Yes,No,Yes,Yes,Yes
24 November 2017,ET05,ET0501,ET050110,08-08-2015,Drought,ET05,ET0501,ET050199,Somali,Siti,Gablalu,1126,7881,08-08-2015,Yes,10-02-2016,No,No,accessibility lack of food house damaged destroyed no livelihood,Yes,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
08 November 2017,ET05,ET0501,ET050110,01-08-2015,Drought,ET05,ET0501,ET050199,Somali,Siti,Gablalu,963,6163,01-08-2015,Yes,10-02-2016,No,No,House damaged/destroyed   ,No,No,Yes,No,No,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
10 November 2017,ET05,ET0501,ET050107,01-08-2015,Drought,ET05,ET0501,ET050107,Somali,Siti,Miesso,402,2352,01-08-2015,No,,No,No,House damaged/destroyed   ,No,No,Yes,No,No,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
13 November 2017,ET05,ET0501,ET050107,06-04-2015,Drought,ET05,ET0501,ET050107,Somali,Siti,Miesso,182,1101,06-04-2015,Yes,16-05-2016,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
13 November 2017,ET05,ET0501,ET050107,07-04-2015,Drought,ET05,ET0501,ET050107,Somali,Siti,Miesso,352,2270,07-04-2015,No,,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
12 November 2017,ET05,ET0501,ET050107,10-04-2015,Drought,ET05,ET0501,ET050107,Somali,Siti,Miesso,402,2716,10-04-2015,Yes,21-05-2016,No,No,accessibility house damaged destroyed lack of security safety,Yes,No,Yes,Yes,No,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
12 November 2017,ET05,ET0501,ET050107,01-02-2015,Drought,ET05,ET0501,ET050107,Somali,Siti,Miesso,330,2031,01-02-2015,Yes,28-02-2016,No,No,House damaged/destroyed   ,No,No,Yes,No,No,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
12 November 2017,ET05,ET0501,ET050107,04-03-2015,Drought,ET05,ET0501,ET050107,Somali,Siti,Miesso,350,2189,04-03-2015,No,,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
13 November 2017,ET05,ET0501,ET050107,01-02-2015,Drought,ET05,ET0501,ET050107,Somali,Siti,Miesso,280,1806,01-02-2015,Yes,28-04-2016,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
20 November 2017,ET05,ET0501,ET050106,01-01-2015,Drought,ET05,ET0501,ET050105,Somali,Siti,Afdem,216,1706,01-01-2015,Yes,27-03-2016,No,No,accessibility lack of food house damaged destroyed no livelihood,Yes,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services safety and security livestock restocking,Yes,Yes,No,Yes,Yes,Yes
20 November 2017,ET05,ET0501,ET050109,01-04-2015,Drought,ET05,ET0501,ET050198,Somali,Siti,Gota-Biki,74,529,01-04-2015,No,,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
22 November 2017,ET05,ET0501,ET050104,01-08-2014,Drought,ET05,ET0501,ET0504,Somali,Siti,Erer,394,2896,01-08-2014,No,,No,No,accessibility lack of food house damaged destroyed no livelihood,Yes,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
28 November 2017,ET05,ET0501,ET050103,10-08-2015,Drought,ET05,ET0501,ET050103,Somali,Siti,Shinile,550,3271,10-08-2015,Yes,20-02-2016,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood access services livestock restocking,Yes,No,No,Yes,No,Yes
20 November 2017,ET05,ET0501,ET050109,20-04-2015,Drought,ET05,ET0501,ET050198,Somali,Siti,Gota-Biki,138,1050,20-04-2015,Yes,09-05-2016,No,No,accessibility lack of food house damaged destroyed no livelihood,Yes,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
01 December 2017,ET05,ET0502,ET050208,01-05-2014,Conflict,ET04,ET0410,ET041015,Oromia,East Harerge,Gursum,455,2572,01-05-2014,No,,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood,Yes,Yes,Yes,Yes,Yes,No,Reintegration,livelihood land resources id documentation access services livestock restocking,Yes,Yes,Yes,Yes,No,Yes
25 November 2017,ET05,ET0502,ET050201,10-08-2016,Conflict,ET04,ET0409,ET040915,Oromia,West Harerge,Daro Lebu,5494,38320,10-08-2016,Yes,01-06-2017,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
13 November 2017,ET05,ET0505,ET050502,01-01-2017,Drought,ET05,ET0505,ET050502,Somali,Korahe,Kebridehar,106,484,01-01-2017,Yes,20-10-2017,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood id documentation livestock restocking,Yes,No,Yes,No,No,Yes
07 November 2017,ET05,ET0501,ET050108,10-03-2015,Drought,ET05,ET0501,ET040216,Somali,Siti,Hadgalo,232,1380,10-03-2015,Yes,01-06-2016,No,No,House damaged/destroyed   ,No,No,Yes,No,No,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
18 November 2017,ET05,ET0504,ET050403,10-01-2017,Drought,ET05,ET0510,ET051003,Somali,Nogob,Gerbo,313,2113,10-01-2017,Yes,13-10-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources id documentation access services livestock restocking,Yes,Yes,Yes,Yes,No,Yes
19 November 2017,ET05,ET0511,ET051105,01-10-2016,Conflict,ET04,ET0410,ET041098,Oromia,East Harerge,Kumbi,390,2693,01-10-2016,Yes,29-08-2017,No,Yes,,,,,,,,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
19 November 2017,ET05,ET0504,ET050403,10-01-2017,Drought,ET05,ET0510,ET051003,Somali,Nogob,Gerbo,68,452,10-01-2017,Yes,19-10-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources id documentation access services livestock restocking,Yes,Yes,Yes,Yes,No,Yes
28 November 2017,ET05,ET0509,ET050906,10-06-2016,Conflict,ET04,ET0414,ET041401,Oromia,Guji,Uraga,1368,11081,10-06-2016,Yes,27-11-2017,Yes,No,house damaged destroyed lack of security safety no livelihood,No,No,Yes,Yes,Yes,No,Reintegration,livelihood land resources access services safety and security livestock restocking,Yes,Yes,No,Yes,Yes,Yes
28 November 2017,ET05,ET0509,ET050906,10-07-2016,Conflict,ET04,ET0414,ET0414,Oromia,Guji,Gumi-Eldelo,169,1599,10-07-2016,Yes,06-09-2017,No,No,accessibility house damaged destroyed lack of security safety no livelihood,Yes,No,Yes,Yes,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
27 November 2017,ET05,ET0509,ET050906,05-03-2016,Conflict,ET04,ET0414,ET041407,Oromia,Guji,Liben,456,2758,05-03-2016,Yes,27-06-2016,No,No,house damaged destroyed lack of security safety no livelihood,No,No,Yes,Yes,Yes,No,Reintegration,livelihood land resources,Yes,Yes,No,No,No,No
20 November 2017,ET05,ET0509,ET050901,02-06-2012,Conflict,ET05,ET15,ET051187,Somali,Dawa,Mubarak,209,1672,02-06-2012,Yes,17-07-2012,No,No,lack of food lack of security safety no livelihood,No,Yes,No,Yes,Yes,No,Reintegration,livelihood land resources safety and security livestock restocking,Yes,Yes,No,No,Yes,Yes
02 December 2017,ET05,ET0509,ET050906,28-06-2016,Conflict,ET04,ET0414,ET041413,Oromia,Guji,Goro Dola,1130,11470,28-06-2016,Yes,15-07-2016,No,No,accessibility house damaged destroyed lack of security safety,Yes,No,Yes,Yes,No,No,Reintegration,livelihood land resources livestock restocking,Yes,Yes,No,No,No,Yes
27 November 2017,ET05,ET0509,ET050906,06-04-2016,Conflict,ET04,ET0414,ET041413,Oromia,Guji,Ana Sora,190,1180,06-04-2016,Yes,24-06-2016,No,No,house damaged destroyed lack of security safety no livelihood,No,No,Yes,Yes,Yes,No,Reintegration,livelihood land resources access services safety and security livestock restocking,Yes,Yes,No,Yes,Yes,Yes
13 July 2017,ET05,ET0510,ET051003,04-01-2014,Conflict,ET05,ET15,ET051187,Somali,Dawa,Mubarak,1650,10272,04-01-2014,No,,No,No,Unknown,No,No,No,No,No,No,Reintegration,Livelihood,Yes,No,No,No,No,No
18 November 2017,ET05,ET0504,ET050403,05-10-2016,Conflict,ET04,ET0409,ET040909,Oromia,West Harerge,Hawi Gudina,48,309,05-10-2016,Yes,10-11-2016,No,No,lack of food house damaged destroyed lack of security safety no livelihood,No,Yes,Yes,Yes,Yes,No,Reintegration,livelihood land resources id documentation access services livestock restocking,Yes,Yes,Yes,Yes,No,Yes
17 November 2017,ET05,ET0510,ET051001,20-07-2012,Conflict,ET04,ET0412,ET041208,Oromia,Borena,Arero,1076,9576,20-07-2012,Yes,08-05-2014,No,No,Unknown,No,No,No,No,No,No,Reintegration,access services safety and security livestock restocking,No,No,No,Yes,Yes,Yes
19 November 2017,ET05,ET0509,ET050901,15-08-2012,Conflict,ET05,ET15,ET051187,Somali,Dawa,Mubarak,246,1829,15-08-2012,Yes,19-10-2012,No,No,lack of food lack of security safety no livelihood,No,Yes,No,Yes,Yes,No,Reintegration,livelihood land resources safety and security livestock restocking,Yes,Yes,No,No,Yes,Yes
18 November 2017,ET05,ET0509,ET050901,10-07-2012,Conflict,ET05,ET15,ET051187,Somali,Dawa,Mubarak,164,1415,10-07-2012,Yes,25-08-2012,No,No,lack of food lack of security safety no livelihood,No,Yes,No,Yes,Yes,No,Reintegration,livelihood land resources safety and security livestock restocking,Yes,Yes,No,No,Yes,Yes
17 November 2017,ET05,ET0509,ET050901,03-05-2012,Conflict,ET05,ET15,ET051187,Somali,Dawa,Mubarak,156,1072,03-05-2012,Yes,14-06-2012,No,No,lack of food house damaged destroyed lack of security safety no livelihood,No,Yes,Yes,Yes,Yes,No,Reintegration,livelihood land resources access services safety and security livestock restocking,Yes,Yes,No,Yes,Yes,Yes
12 November 2017,ET05,ET0509,ET050901,10-03-2012,Conflict,ET05,ET15,ET051187,Somali,Dawa,Mubarak,198,1569,10-03-2012,Yes,20-04-2012,No,No,lack of food house damaged destroyed lack of security safety no livelihood,No,Yes,Yes,Yes,Yes,No,Relocation,,,,,,,
12 November 2017,ET05,ET0509,ET050901,14-04-2012,Conflict,ET05,ET15,ET051187,Somali,Dawa,Mubarak,219,1767,14-04-2012,Yes,15-05-2012,No,No,lack of food lack of security safety no livelihood,No,Yes,No,Yes,Yes,No,Reintegration,livelihood land resources safety and security livestock restocking,Yes,Yes,No,No,Yes,Yes
29 November 2017,ET05,ET0509,ET050906,16-05-2016,Conflict,ET05,ET15,ET051187,Oromia,Guji,Liben,255,1219,16-05-2016,Yes,19-09-2017,No,No,accessibility house damaged destroyed lack of security safety,Yes,No,Yes,Yes,No,No,Reintegration,livelihood land resources safety and security livestock restocking,Yes,Yes,No,No,Yes,Yes
01 December 2017,ET05,ET0509,ET050902,04-02-2017,Drought,ET05,ET041407,ET050902,Somali,Liben,Dolo Odo,150,791,04-02-2017,Yes,06-04-2017,No,No,lack of food no livelihood basic infrastructures damage,No,Yes,No,No,Yes,Yes,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
13 July 2017,ET05,ET0510,ET051003,22-07-2014,Conflict,ET05,ET15,ET051187,Somali,Dawa,Mubarak,780,4368,22-07-2014,No,,No,No,Unknown,No,No,No,No,No,No,Reintegration,Livelihood,Yes,No,No,No,No,No
13 July 2017,ET05,ET0510,ET051003,07-02-2017,Conflict,ET05,ET041407,ET050991,Somali,Liben,Deka Seftu,1913,10525,07-02-2017,No,,No,No,Unknown,No,No,No,No,No,No,Reintegration,Livelihood,Yes,No,No,No,No,No
13 November 2017,ET05,ET0504,ET050405,05-10-2016,Conflict,ET04,ET0409,ET040910,Oromia,West Harerge,Boke,52,332,05-10-2016,Yes,10-11-2016,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood,Yes,Yes,Yes,Yes,Yes,No,Reintegration,livelihood land resources id documentation access services livestock restocking,Yes,Yes,Yes,Yes,No,Yes
12 November 2017,ET05,ET0501,ET050107,01-09-2015,Drought,ET05,ET0501,ET050107,Somali,Siti,Miesso,74,437,01-09-2015,Yes,28-04-2016,No,No,House damaged/destroyed   ,No,No,Yes,No,No,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
14 November 2017,ET05,ET0501,ET050107,07-01-2015,Conflict,ET04,ET0409,ET040901,Oromia,West Harerge,Mieso,505,3082,07-01-2015,Yes,17-10-2017,No,No,lack of food lack of security safety no livelihood,No,Yes,No,Yes,Yes,No,Reintegration,livelihood land resources access services safety and security,Yes,Yes,No,Yes,Yes,No
12 November 2017,ET05,ET0501,ET050107,02-01-2015,Conflict,ET05,ET0501,ET050107,,,,400,2460,02-01-2015,No,,No,No,lack of food house damaged destroyed lack of security safety no livelihood,No,Yes,Yes,Yes,Yes,No,Reintegration,livelihood land resources access services safety and security livestock restocking,Yes,Yes,No,Yes,Yes,Yes
06 November 2017,ET05,ET0507,ET050704,03-01-2017,Drought,ET05,ET0507,ET050704,Somali,Doolo,Warder,380,2280,03-01-2017,Yes,24-06-2017,No,No,accessibility lack of food no livelihood,Yes,Yes,No,No,Yes,No,Reintegration,livelihood id documentation access services livestock restocking,Yes,No,Yes,Yes,No,Yes
10 November 2017,ET05,ET0507,ET050704,05-01-2017,Drought,ET05,ET0507,ET050704,Somali,Doolo,Warder,305,1831,05-01-2017,Yes,23-07-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
09 December 2017,ET05,ET0507,ET050704,04-01-2017,Drought,ET05,ET0507,ET050704,,,,648,3853,04-01-2017,Yes,15-07-2017,No,No,accessibility lack of food no livelihood,Yes,Yes,No,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
06 November 2017,ET05,ET0507,ET050704,01-01-2017,Drought,ET05,ET0507,ET050704,Somali,Doolo,Lahel Yu'Ub,1360,7160,01-01-2017,Yes,19-05-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
09 November 2017,ET05,ET0507,ET050704,02-01-2017,Drought,ET05,ET0507,ET050704,Somali,Doolo,Warder,678,4511,02-01-2017,Yes,13-07-2017,No,No,accessibility lack of food no livelihood,Yes,Yes,No,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
10 November 2017,ET05,ET0507,ET050704,03-01-2017,Drought,ET05,ET0507,ET050704,Somali,Doolo,Warder,250,1590,03-01-2017,Yes,08-05-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
